dictLookup,index,termID,termLabel,dictText,itemNum,matchType,matchSlugs,personLookup,placeLookup
"Judgment, The final",3651,j-p528.16,"Judgment, The final","The sentence that will be passed on our actions at the last day ([Matt. 25](/matt#Matt.25); [Rom. 14:10](/rom#Rom.14.10), [11](/rom#Rom.14.11); [2 Cor. 5:10](/2cor#2Cor.5.10); [2 Thess. 1:7-10](/2thess#2Thess.1.7)).

 The judge is Jesus Christ, as mediator. All judgment is committed to him ([Acts 17:31](/acts#Acts.17.31); [John 5:22](/john#John.5.22), [27](/john#John.5.27); [Rev. 1:7](/rev#Rev.1.7)). “It pertains to him as mediator to complete and publicly manifest the salvation of his people and the overthrow of his enemies, together with the glorious righteousness of his work in both respects.”

 The persons to be judged are, (1) the whole race of Adam without a single exception ([Matt. 25:31-46](/matt#Matt.25.31); [1 Cor. 15:51](/1cor#1Cor.15.51), [52](/1cor#1Cor.15.52); [Rev. 20:11-15](/rev#Rev.20.11)); and (2) the fallen angels (2 Pet. 2:4; [Jude 1](/jude#Jude.1.1):6).

 The rule of judgment is the standard of God’s law as revealed to men, the heathen by the law as written on their hearts ([Luke 12:47](/luke#Luke.12.47), [48](/luke#Luke.12.48); [Rom. 2:12-16](/rom#Rom.2.12)); the Jew who “sinned in the law shall be judged by the law” ([Rom. 2:12](/rom#Rom.2.12)); the Christian enjoying the light of revelation, by the will of God as made known to him ([Matt. 11:20-24](/matt#Matt.11.20); [John 3:19](/john#John.3.19)). Then the secrets of all hearts will be brought to light ([1 Cor. 4:5](/1cor#1Cor.4.5); [Luke 8:17](/luke#Luke.8.17); [12:2](/luke#Luke.12.2), [3](/luke#Luke.12.3)) to vindicate the justice of the sentence pronounced.

 The time of the judgment will be after the resurrection ([Heb. 9:27](/heb#Heb.9.27); [Acts 17:31](/acts#Acts.17.31)).

 As the Scriptures represent the final judgment “as certain [[Eccl. 11:9](/eccl#Eccl.11.9)], universal [[2 Cor. 5:10](/2cor#2Cor.5.10)], righteous [[Rom. 2:5](/rom#Rom.2.5)], decisive [[1 Cor. 15:52](/1cor#1Cor.15.52)], and eternal as to its consequences [[Heb. 6:2](/heb#Heb.6.2)], let us be concerned for the welfare of our immortal interests, flee to the refuge set before us, improve our precious time, depend on the merits of the Redeemer, and adhere to the dictates of the divine word, that we may be found of him in peace.”",0.0,unmatched,unmatched,,
Judith,3652,j-p534.6,Judith,"Jewess, the daughter of Beeri the Hittite, and one of Esau’s wives ([Gen. 26:34](/gen#Gen.26.34)), elsewhere called Aholibamah (36:2-14).",0.0,person,aholibamah_1761,aholibamah_1761,
Julia,3653,j-p535.2,Julia,"A Christian woman at Rome to whom Paul sent his salutations ([Rom. 16:15](/rom#Rom.16.15)), supposed to be the wife of Philologus.",0.0,person,julia_1762,julia_1762,
Julius,3654,j-p536.2,Julius,"The centurion of the Augustan cohort, or the emperor’s body-guard, in whose charge Paul was sent prisoner to Rome ([Acts 27:1](/acts#Acts.27.1), [3](/acts#Acts.27.3), [43](/acts#Acts.27.43)). He entreated Paul “courteously,” showing in many ways a friendly regard for him.",0.0,person,julius_1763,julius_1763,
Junia,3655,j-p537.4,Junia,"([Rom. 16:7](/rom#Rom.16.7)), a Christian at Rome to whom Paul sends salutations along with Andronicus.",0.0,person,junia_1764,junia_1764,
Juniper,3656,j-p538.2,Juniper,"(Heb. rothem), called by the Arabs retem, and known as Spanish broom; ranked under the genus genista. It is a desert shrub, and abounds in many parts of Palestine. In the account of his journey from Akabah to Jerusalem, Dr. Robinson says: “This is the largest and most conspicuous shrub of these deserts, growing thickly in the water-courses and valleys. Our Arabs always selected the place of encampment, if possible, in a spot where it grew, in order to be sheltered by it at night from the wind; and during the day, when they often went on in advance of the camels, we found them not unfrequently sitting or sleeping under a bush of retem to shelter them from the sun. It was in this very desert, a day’s journey from Beersheba, that the prophet Elijah lay down and slept beneath the same shrub” ([1 Kings 19:4](/1kgs#1Kgs.19.4), [5](/1kgs#1Kgs.19.5)). It afforded material for fuel, and also in cases of extremity for human food ([Ps. 120:4](/ps#Ps.120.4); [Job 30:4](/job#Job.30.4)). One of the encampments in the wilderness of Paran is called Rithmah, i.e., “place of broom” ([Num. 33:18](/num#Num.33.18)).

 “The Bedawin of Sinai still burn this very plant into a charcoal which throws out the most intense heat.”",0.0,unmatched,unmatched,,
Jupiter,3657,j-p540.1,Jupiter,"The principal deity of the ancient Greeks and Romans. He was worshipped by them under various epithets. Barnabas was identified with this god by the Lycaonians ([Acts 14:12](/acts#Acts.14.12)), because he was of stately and commanding presence, as they supposed Jupiter to be. There was a temple dedicated to this god outside the gates of Lystra (14:13).",0.0,person,barnabas_1722,,
Justice,3658,j-p541.2,Justice,"Is rendering to every one that which is his due. It has been distinguished from equity in this respect, that while justice means merely the doing what positive law demands, equity means the doing of what is fair and right in every separate case.",0.0,unmatched,unmatched,,
Justice of God,3659,j-p542.1,Justice of God,"That perfection of his nature whereby he is infinitely righteous in himself and in all he does, the righteousness of the divine nature exercised in his moral government. At first God imposes righteous laws on his creatures and executes them righteously. Justice is not an optional product of his will, but an unchangeable principle of his very nature. His legislative justice is his requiring of his rational creatures conformity in all respects to the moral law. His rectoral or distributive justice is his dealing with his accountable creatures according to the requirements of the law in rewarding or punishing them ([Ps. 89:14](/ps#Ps.89.14)). In remunerative justice he distributes rewards ([James 1:12](/jas#Jas.1.12); [2 Tim. 4:8](/2tim#2Tim.4.8)); in vindictive or punitive justice he inflicts punishment on account of transgression ([2 Thess. 1:6](/2thess#2Thess.1.6)). He cannot, as being infinitely righteous, do otherwise than regard and hate sin as intrinsically hateful and deserving of punishment. “He cannot deny himself” ([2 Tim. 2:13](/2tim#2Tim.2.13)). His essential and eternal righteousness immutably determines him to visit every sin as such with merited punishment.",0.0,unmatched,unmatched,,
Justification,3660,j-p543.6,Justification,"A forensic term, opposed to condemnation. As regards its nature, it is the judicial act of God, by which he pardons all the sins of those who believe in Christ, and accounts, accepts, and treats them as righteous in the eye of the law, i.e., as conformed to all its demands. In addition to the pardon (q.v.) of sin, justification declares that all the claims of the law are satisfied in respect of the justified. It is the act of a judge and not of a sovereign. The law is not relaxed or set aside, but is declared to be fulfilled in the strictest sense; and so the person justified is declared to be entitled to all the advantages and rewards arising from perfect obedience to the law ([Rom. 5:1-10](/rom#Rom.5.1)).

 It proceeds on the imputing or crediting to the believer by God himself of the perfect righteousness, active and passive, of his Representative and Surety, Jesus Christ ([Rom. 10:3-9](/rom#Rom.10.3)). Justification is not the forgiveness of a man without righteousness, but a declaration that he possesses a righteousness which perfectly and for ever satisfies the law, namely, Christ’s righteousness ([2 Cor. 5:21](/2cor#2Cor.5.21); [Rom. 4:6-8](/rom#Rom.4.6)).

 The sole condition on which this righteousness is imputed or credited to the believer is faith in or on the Lord Jesus Christ. Faith is called a “condition,” not because it possesses any merit, but only because it is the instrument, the only instrument by which the soul appropriates or apprehends Christ and his righteousness ([Rom. 1:17](/rom#Rom.1.17); [3:25](/rom#Rom.3.25), [26](/rom#Rom.3.26); [4:20](/rom#Rom.4.20), [22](/rom#Rom.4.22); [Phil. 3:8-11](/phil#Phil.3.8); [Gal. 2:16](/gal#Gal.2.16)).

 The act of faith which thus secures our justification secures also at the same time our sanctification (q.v.); and thus the doctrine of justification by faith does not lead to licentiousness ([Rom. 6:2-7](/rom#Rom.6.2)). Good works, while not the ground, are the certain consequence of justification (6:14; 7:6).",0.0,unmatched,unmatched,,
Justus,3661,j-p547.3,Justus,,0.0,unmatched,unmatched,,
Justus 1,3662,j-p547.3,Justus,"Another name for Joseph, surnamed Barsabas. He and Matthias are mentioned only in [Acts 1:23](/acts#Acts.1.23). “They must have been among the earliest disciples of Jesus, and must have been faithful to the end; they must have been well known and esteemed among the brethren. What became of them afterwards, and what work they did, are entirely unknown” (Lindsay’s Acts of the Apostles).",1.0,unmatched,unmatched,,
Justus 2,3663,j-p547.3,Justus,"A Jewish proselyte at Corinth, in whose house, next door to the synagogue, Paul held meetings and preached after he left the synagogue ([Acts 18:7](/acts#Acts.18.7)).",2.0,person,justus_1766,justus_1766,
Justus 3,3664,j-p547.3,Justus,"A Jewish Christian, called Jesus, Paul’s only fellow-labourer at Rome, where he wrote his Epistle to the Colossians ([Col. 4:11](/col#Col.4.11)).",3.0,unmatched,unmatched,,
Juttah,3665,j-p550.2,Juttah,"Extended, a Levitical city in the mountains or hill-country of Judah ([Josh. 15:55](/josh#Josh.15.55); [21:16](/josh#Josh.21.16)). Its modern name is Yutta, a place about 5 1/2 miles south of Hebron. It is supposed to have been the residence of Zacharias and Elisabeth, and the birthplace of John the Baptist, and on this account is annually visited by thousands of pilgrims belonging to the Greek Church ([Luke 1:39](/luke#Luke.1.39)).",0.0,place,juttah_659,,juttah_659
Kabzeel,3666,k-p0.2,Kabzeel,"Gathering of God, a city in the extreme south of Judah, near to Idumaea ([Josh. 15:21](/josh#Josh.15.21)), the birthplace of Benaiah, one of David’s chief warriors ([2 Sam. 23:20](/2sam#2Sam.23.20); [1 Chr. 11:22](/1chr#1Chr.11.22)). It was called also Jekabzeel ([Neh. 11:25](/neh#Neh.11.25)), after the Captivity.",0.0,place,kabzeel_660,,kabzeel_660
Kadesh,3667,k-p1.5,Kadesh,"Holy, or Kadesh-Barnea, sacred desert of wandering, a place on the south-eastern border of Palestine, about 165 miles from Horeb. It lay in the “wilderness” or “desert of Zin” ([Gen. 14:7](/gen#Gen.14.7); [Num. 13:3-26](/num#Num.13.3); [14:29-33](/num#Num.14.29); [20:1](/num#Num.20.1); [27:14](/num#Num.27.14)), on the border of Edom (20:16). From this place, in compliance with the desire of the people, Moses sent forth “twelve spies” to spy the land. After examining it in all its districts, the spies brought back an evil report, Joshua and Caleb alone giving a good report of the land (13:18-31). Influenced by the discouraging report, the people abandoned all hope of entering into the Promised Land. They remained a considerable time at Kadesh. Because of their unbelief, they were condemned by God to wander for thirty-eight years in the wilderness. They took their journey from Kadesh into the deserts of Paran, “by way of the Red Sea” ([Deut. 2:1](/deut#Deut.2.1)). (One theory is that during these thirty-eight years they remained in and about Kadesh.)

 At the end of these years of wanderings, the tribes were a second time gathered together at Kadesh. During their stay here at this time Miriam died and was buried. Here the people murmured for want of water, as their forefathers had done formerly at Rephidim; and Moses, irritated by their chidings, “with his rod smote the rock twice,” instead of “speaking to the rock before their eyes,” as the Lord had commanded him (comp. [Num. 27:14](/num#Num.27.14); [Deut. 9:23](/deut#Deut.9.23); [Ps. 106:32](/ps#Ps.106.32), [33](/ps#Ps.106.33)). Because of this act of his, in which Aaron too was involved, neither of them was to be permitted to set foot within the Promised Land ([Num. 20:12](/num#Num.20.12), [24](/num#Num.20.24)). The king of Edom would not permit them to pass on through his territory, and therefore they commenced an eastward march, and “came unto Mount Hor” (20:22).

 This place has been identified with ‘Ain el-Kadeis, about 12 miles east-south-east of Beersheba.",0.0,place,kadesh_661,,"kadesh_661,kadesh-barnea_663,meribah-kadesh_784"
Kadesh,3668,k-p4.2,Kadesh,"Holy, or Kadesh-Barnea, sacred desert of wandering, a place on the south-eastern border of Palestine, about 165 miles from Horeb. It lay in the “wilderness” or “desert of Zin” ([Gen. 14:7](/gen#Gen.14.7); [Num. 13:3-26](/num#Num.13.3); [14:29-33](/num#Num.14.29); [20:1](/num#Num.20.1); [27:14](/num#Num.27.14)), on the border of Edom (20:16). From this place, in compliance with the desire of the people, Moses sent forth “twelve spies” to spy the land. After examining it in all its districts, the spies brought back an evil report, Joshua and Caleb alone giving a good report of the land (13:18-31). Influenced by the discouraging report, the people abandoned all hope of entering into the Promised Land. They remained a considerable time at Kadesh. Because of their unbelief, they were condemned by God to wander for thirty-eight years in the wilderness. They took their journey from Kadesh into the deserts of Paran, “by way of the Red Sea” ([Deut. 2:1](/deut#Deut.2.1)). (One theory is that during these thirty-eight years they remained in and about Kadesh.)

 At the end of these years of wanderings, the tribes were a second time gathered together at Kadesh. During their stay here at this time Miriam died and was buried. Here the people murmured for want of water, as their forefathers had done formerly at Rephidim; and Moses, irritated by their chidings, “with his rod smote the rock twice,” instead of “speaking to the rock before their eyes,” as the Lord had commanded him (comp. [Num. 27:14](/num#Num.27.14); [Deut. 9:23](/deut#Deut.9.23); [Ps. 106:32](/ps#Ps.106.32), [33](/ps#Ps.106.33)). Because of this act of his, in which Aaron too was involved, neither of them was to be permitted to set foot within the Promised Land ([Num. 20:12](/num#Num.20.12), [24](/num#Num.20.24)). The king of Edom would not permit them to pass on through his territory, and therefore they commenced an eastward march, and “came unto Mount Hor” (20:22).

 This place has been identified with ‘Ain el-Kadeis, about 12 miles east-south-east of Beersheba.",0.0,unmatched,unmatched,,
Kadmiel,3669,k-p5.3,Kadmiel,"Before God; i.e., his servant, one of the Levites who returned with Zerubbabel from the Captivity ([Neh. 9:4](/neh#Neh.9.4); [10:9](/neh#Neh.10.9); [12:8](/neh#Neh.12.8)).",0.0,person,kadmiel_1767,kadmiel_1767,
