personLookup,status,personID,displayTitle,name,surname,alsoCalled,isProperName,ambiguous,Disambiguation (temp),gender,occupations,birthYear,minYear,deathYear,maxYear,birthPlace,deathPlace,memberOf,eastons,dictText,events,eventGroups,verseCount,verses,mother,father,partners,children,siblings,halfSiblingsSameMother,halfSiblingsSameFather,chaptersWritten,alphaGroup,slug,modified
judah_1751,publish,1751,Judah (patriarch),Judah,,,checked,,"Judah (praise, the fourth son of Jacob by Leah. The name originated in Leah's words of praise to the Lord on account of his birth: ""Now will I praise [Heb. odeh] Jehovah, and she called his name Yehudah"" ( Genesis 29:35 ).)",Male,,-1755,-1749,,-589,,,"Tribe of Judah,Genealogy of Jesus",Judah,"Praise, the fourth son of Jacob by Leah. The name originated in Leah’s words of praise to the Lord on account of his birth: “Now will I praise [Heb. odeh] Jehovah, and she called his name Yehudah” ([Gen. 29:35](/gen#Gen.29.35)).

 It was Judah that interposed in behalf of Joseph, so that his life was spared ([Gen. 37:26](/gen#Gen.37.26), [27](/gen#Gen.37.27)). He took a lead in the affairs of the family, and “prevailed above his brethren” ([Gen. 43:3-10](/gen#Gen.43.3); [44:14](/gen#Gen.44.14), [16-34](/gen#Gen.44.16); [46:28](/gen#Gen.46.28); [1 Chr. 5:2](/1chr#1Chr.5.2)).

 Soon after the sale of Joseph to the Ishmaelites, Judah went to reside at Adullam, where he married a woman of Canaan. After the death of his wife Shuah, he returned to his father’s house, and there exercised much influence over the patriarch, taking a principal part in the events which led to the whole family at length going down into Egypt. We hear nothing more of him till he received his father’s blessing ([Gen. 49:8-12](/gen#Gen.49.8)).",,,245,"Gen.29.35,Gen.35.23,Gen.37.26,Gen.38.1,Gen.38.2,Gen.38.6,Gen.38.7,Gen.38.8,Gen.38.11,Gen.38.12,Gen.38.15,Gen.38.20,Gen.38.22,Gen.38.23,Gen.38.24,Gen.38.26,Gen.43.3,Gen.43.8,Gen.44.14,Gen.44.16,Gen.44.18,Gen.46.12,Gen.46.28,Gen.49.8,Gen.49.9,Gen.49.10,Exod.1.2,Exod.31.2,Exod.35.30,Exod.38.22,Num.1.7,Num.1.26,Num.1.27,Num.2.3,Num.2.9,Num.7.12,Num.10.14,Num.13.6,Num.26.19,Num.26.20,Num.26.22,Num.34.19,Deut.27.12,Deut.33.7,Deut.34.2,Josh.7.1,Josh.7.16,Josh.7.17,Josh.7.18,Josh.11.21,Josh.14.6,Josh.15.1,Josh.15.12,Josh.15.13,Josh.15.20,Josh.15.21,Josh.15.63,Josh.18.5,Josh.18.11,Josh.18.14,Josh.19.1,Josh.19.9,Josh.19.34,Josh.20.7,Josh.21.4,Josh.21.9,Josh.21.11,Judg.1.2,Judg.1.3,Judg.1.4,Judg.1.8,Judg.1.9,Judg.1.10,Judg.1.16,Judg.1.17,Judg.1.18,Judg.1.19,Judg.10.9,Judg.15.9,Judg.15.10,Judg.15.11,Judg.17.7,Judg.18.12,Judg.20.18,Ruth.1.7,Ruth.4.12,1Sam.11.8,1Sam.15.4,1Sam.17.1,1Sam.17.52,1Sam.18.16,1Sam.22.5,1Sam.23.3,1Sam.23.23,1Sam.27.6,1Sam.27.10,1Sam.30.14,1Sam.30.16,1Sam.30.26,2Sam.1.18,2Sam.2.1,2Sam.2.4,2Sam.2.7,2Sam.2.10,2Sam.2.11,2Sam.3.8,2Sam.3.10,2Sam.5.5,2Sam.6.2,2Sam.11.11,2Sam.12.8,2Sam.19.11,2Sam.19.14,2Sam.19.15,2Sam.19.16,2Sam.19.40,2Sam.19.41,2Sam.19.42,2Sam.19.43,2Sam.20.2,2Sam.20.4,2Sam.20.5,2Sam.21.2,2Sam.24.1,2Sam.24.7,2Sam.24.9,1Kgs.1.9,1Kgs.1.35,1Kgs.2.32,1Kgs.4.20,1Kgs.4.25,1Kgs.12.17,1Kgs.12.20,1Kgs.12.21,1Kgs.12.23,1Kgs.12.27,1Kgs.12.32,1Kgs.13.1,1Kgs.13.12,1Kgs.13.14,1Kgs.13.21,1Kgs.14.21,1Kgs.14.22,1Kgs.14.29,1Kgs.15.1,1Kgs.15.7,1Kgs.15.9,1Kgs.15.17,1Kgs.15.22,1Kgs.15.23,1Kgs.15.25,1Kgs.15.28,1Kgs.15.33,1Kgs.16.8,1Kgs.16.10,1Kgs.16.15,1Kgs.16.23,1Kgs.16.29,1Kgs.19.3,1Kgs.22.2,1Kgs.22.10,1Kgs.22.29,1Kgs.22.41,1Kgs.22.45,1Kgs.22.51,2Kgs.1.17,2Kgs.3.1,2Kgs.3.7,2Kgs.3.9,2Kgs.3.14,2Kgs.8.16,2Kgs.8.19,2Kgs.8.20,2Kgs.8.22,2Kgs.8.23,2Kgs.8.25,2Kgs.8.29,2Kgs.9.16,2Kgs.9.21,2Kgs.9.27,2Kgs.9.29,2Kgs.10.13,2Kgs.12.18,2Kgs.12.19,2Kgs.13.1,2Kgs.13.10,2Kgs.13.12,2Kgs.14.1,2Kgs.14.9,2Kgs.14.10,2Kgs.14.11,2Kgs.14.12,2Kgs.14.13,2Kgs.14.15,2Kgs.14.17,2Kgs.14.18,2Kgs.14.21,2Kgs.14.22,2Kgs.14.23,2Kgs.14.28,2Kgs.15.1,2Kgs.15.6,2Kgs.15.8,2Kgs.15.13,2Kgs.15.17,2Kgs.15.23,2Kgs.15.27,2Kgs.15.32,2Kgs.15.36,2Kgs.15.37,2Kgs.16.1,2Kgs.16.19,2Kgs.17.1,2Kgs.17.13,2Kgs.17.18,2Kgs.17.19,2Kgs.18.1,2Kgs.18.5,2Kgs.18.13,2Kgs.18.14,2Kgs.18.16,2Kgs.18.22,2Kgs.19.10,2Kgs.19.30,2Kgs.20.20,2Kgs.21.11,2Kgs.21.12,2Kgs.21.16,2Kgs.21.17,2Kgs.21.25,2Kgs.22.13,2Kgs.22.16,2Kgs.22.18,2Kgs.23.1,2Kgs.23.2,2Kgs.23.5,2Kgs.23.8,2Kgs.23.11,2Kgs.23.12,2Kgs.23.17,2Kgs.23.22,2Kgs.23.24,Jer.32.2,Jer.38.22,Ps.69.35",leah_1813,israel_682,,"onan_2250,shelah_2593,pharez_2338,er_1209,zerah_2984","issachar_645,dinah_1012,levi_1820,reuben_2429,simeon_2741,zebulun_3002",,"asher_337,benjamin_463,dan_973,gad_1262,joseph_1710,naphtali_2149",,J,judah_1751,2020-09-06 23:51
judah_1752,wip,1752,Judah,Judah,,,checked,checked,Judah (A Levite),Male,,,-456,,-456,,,,,,,,1,Ezra.10.23,,,,,,,,,J,judah_1752,2019-07-27 11:49
judah_1753,wip,1753,Judah,Judah,,,checked,checked,Judah (Son of Senuah),Male,,,-445,,-445,,,,,,,,1,Neh.11.9,,senuah_2490,,,,,,,J,judah_1753,2019-07-27 11:49
judah_1754,wip,1754,Judah,Judah,,,checked,checked,An ancestor of Kadmiel,Male,,,-445,,-445,,,,,,,,2,"Neh.12.8,Neh.12.34",,,,,,,,,J,judah_1754,2019-07-27 11:49
judah_1755,wip,1755,Judah,Judah,,,checked,checked,"Judah (is the fourth son of the patriarch Jacob and his first wife, Leah)",Male,,,-445,,-445,,,,,,,,1,Neh.12.36,,jonathan_1700,,,"azarael_369,gilalai_1316,hanani_1383,maai_1848,milalai_2081,nethaneel_2197,shemaiah_2640,zechariah_3026",,,,J,judah_1755,2019-07-27 11:49
judas_1757,publish,1757,Judas (of Galilee),Judas,,,checked,,Judas Iscariot was one of the 12 apostles who is best known for betraying Jesus. Verse hat mention this person: John 6:70–71.,Male,,,33,,33,,,,,,,,1,Acts.5.37,,,,,,,,,J,judas_1757,2025-08-06 21:01
judas_1758,publish,1758,Judas (Jew of Damascus),Judas,,,checked,,Judas (Tarsus named Saul),Male,,,35,,35,,,,Judas 3,"A Jew of Damascus ([Acts 9:11](/acts#Acts.9.11)), to whose house Ananias was sent. The street called “Straight” in which it was situated is identified with the modern “street of bazaars,” where is still pointed out the so-called “house of Judas.”",,,1,Acts.9.11,,,,,,,,,J,judas_1758,2019-07-09 02:18
judas_1759,publish,1759,Judas Barsabas,Judas,Barsabas,,checked,,Judas (the Betrayer of Christ),Male,,,51,,51,,,,Judas 4,"A Christian teacher, surnamed Barsabas. He was sent from Jerusalem to Antioch along with Paul and Barnabas with the decision of the council ([Acts 15:22](/acts#Acts.15.22), [27](/acts#Acts.15.27), [32](/acts#Acts.15.32)). He was a “prophet” and a “chief man among the brethren.”",Jerusalem Council,,3,"Acts.15.22,Acts.15.27,Acts.15.32",,,,,,,,,J,judas_1759,2023-12-02 23:09
judas_1760,publish,1760,Judas Iscariot,Judas,Iscariot,,checked,,Judas (The apostle of Christ),Male,,,31,,33,,,Apostles,Judas 2,"Son of Simon ([John 6:71](/john#John.6.71); [13:2](/john#John.13.2), [26](/john#John.13.26)), surnamed Iscariot, i.e., a man of Kerioth ([Josh. 15:25](/josh#Josh.15.25)). His name is uniformly the last in the list of the apostles, as given in the synoptic (i.e., the first three) Gospels. The evil of his nature probably gradually unfolded itself till “Satan entered into him” ([John 13:27](/john#John.13.27)), and he betrayed our Lord (18:3). Afterwards he owned his sin with “an exceeding bitter cry,” and cast the money he had received as the wages of his iniquity down on the floor of the sanctuary, and “departed and went and hanged himself” ([Matt. 27:5](/matt#Matt.27.5)). He perished in his guilt, and “went unto his own place” ([Acts 1:25](/acts#Acts.1.25)). The statement in [Acts 1:18](/acts#Acts.1.18) that he “fell headlong and burst asunder in the midst, and all his bowels gushed out,” is in no way contrary to that in [Matt. 27:5](/matt#Matt.27.5). The sucide first hanged himself, perhaps over the valley of Hinnom, “and the rope giving way, or the branch to which he hung breaking, he fell down headlong on his face, and was crushed and mangled on the rocky pavement below.”

 Why such a man was chosen to be an apostle we know not, but it is written that “Jesus knew from the beginning who should betray him” ([John 6:64](/john#John.6.64)). Nor can any answer be satisfactorily given to the question as to the motives that led Judas to betray his Master. “Of the motives that have been assigned we need not care to fix on any one as that which simply led him on. Crime is, for the most part, the result of a hundred motives rushing with bewildering fury through the mind of the criminal.”",,,23,"Matt.10.4,Matt.26.14,Matt.26.25,Matt.26.47,Matt.27.3,Mark.3.19,Mark.14.10,Mark.14.43,Luke.6.16,Luke.22.3,Luke.22.47,Luke.22.48,John.6.71,John.12.4,John.13.2,John.13.26,John.13.29,John.14.22,John.18.2,John.18.3,John.18.5,Acts.1.16,Acts.1.25",,,,,,,,,J,judas_1760,2025-08-06 21:04
jude_1756,wip,1756,Jude,Jude,,"Juda,Judas",checked,,,Male,,,31,,66,,,Tribe of Judah,Jude,"'= Judas. Among the apostles there were two who bore this name, (1) Judas ([Jude 1](/jude#Jude.1.1):1; [Matt. 13:55](/matt#Matt.13.55); [John 14:22](/john#John.14.22); [Acts 1:13](/acts#Acts.1.13)), called also Lebbaeus or Thaddaeus ([Matt. 10:3](/matt#Matt.10.3); [Mark 3:18](/mark#Mark.3.18)); and (2) Judas Iscariot ([Matt. 10:4](/matt#Matt.10.4); [Mark 3:19](/mark#Mark.3.19)). He who is called “the brother of James” ([Luke 6:16](/luke#Luke.6.16)), may be the same with the Judas surnamed Lebbaeus. The only thing recorded regarding him is in [John 14:22](/john#John.14.22).",,,3,"Matt.13.55,Mark.6.3,Jude.1.1",mary_1938,joseph_1715,,,"james_719,jesus_905,joses_1721,simon_2747",,,Jude.1,J,jude_1756,2019-07-27 11:49
julia_1762,wip,1762,Julia,Julia,,,checked,,,Female,,,60,,60,,,,Julia,"A Christian woman at Rome to whom Paul sent his salutations ([Rom. 16:15](/rom#Rom.16.15)), supposed to be the wife of Philologus.",,,1,Rom.16.15,,,,,,,,,J,julia_1762,2019-07-27 11:49
julius_1763,publish,1763,Julius,Julius,,,checked,,,Male,,,62,,62,,,,Julius,"The centurion of the Augustan cohort, or the emperor’s body-guard, in whose charge Paul was sent prisoner to Rome ([Acts 27:1](/acts#Acts.27.1), [3](/acts#Acts.27.3), [43](/acts#Acts.27.43)). He entreated Paul “courteously,” showing in many ways a friendly regard for him.","Journey to Rome begins, Paul is shipwrecked by a storm, Paul stays at Malta, Paul arrives at Rome",,2,"Acts.27.1,Acts.27.3",,,,,,,,,J,julius_1763,2023-12-02 23:09
junia_1764,wip,1764,Junia,Junia,,,checked,,,Female,,,60,,60,,,,Junia,"([Rom. 16:7](/rom#Rom.16.7)), a Christian at Rome to whom Paul sends salutations along with Andronicus.",,,1,Rom.16.7,,,,,,,,,J,junia_1764,2019-07-27 11:49
jushab-hesed_1765,wip,1765,Jushab-hesed,Jushab-hesed,,,checked,,,Male,,,-1053,,-1053,,,Tribe of Judah,,,,,1,1Chr.3.20,,zerubbabel_3054,,,"abiud_56,berechiah_471,hananiah_1384,hasadiah_1426,hashubah_1445,meshullam_2021,ohel_2240,shelomith_2606",,,,J,jushab-hesed_1765,2019-07-27 11:49
justus_1766,publish,1766,Justus,Justus,,,checked,,,Male,,,54,,54,,,,Justus 2,"A Jewish proselyte at Corinth, in whose house, next door to the synagogue, Paul held meetings and preached after he left the synagogue ([Acts 18:7](/acts#Acts.18.7)).","""Mission to Corinth, 1&2 Thess Written""",,1,Acts.18.7,,,,,,,,,J,justus_1766,2023-12-02 23:09
kadmiel_1767,wip,1767,Kadmiel,Kadmiel,,,checked,,,Male,,,-445,,-445,,,,Kadmiel,"Before God; i.e., his servant, one of the Levites who returned with Zerubbabel from the Captivity ([Neh. 9:4](/neh#Neh.9.4); [10:9](/neh#Neh.10.9); [12:8](/neh#Neh.12.8)).",,,8,"Ezra.2.40,Ezra.3.9,Neh.7.43,Neh.9.4,Neh.9.5,Neh.10.9,Neh.12.8,Neh.12.24",,,,jeshua_898,,,,,K,kadmiel_1767,2019-07-27 11:49
kallai_1768,wip,1768,Kallai,Kallai,,,checked,,,Male,,,0,,0,,,,,,,,1,Neh.12.20,,,,,,,,,K,kallai_1768,2019-07-27 11:49
kareah_919,wip,919,Kareah,Kareah,,Careah,checked,,,Male,,,-588,,-588,,,,Kareah,"Bald, the father of Johanan and Jonathan, who for a time were loyal to Gedaliah, the Babylonian governor of Jerusalem ([Jer. 40:8](/jer#Jer.40.8), [13](/jer#Jer.40.13), [15](/jer#Jer.40.15), [16](/jer#Jer.40.16)).",,,14,"2Kgs.25.23,Jer.40.8,Jer.40.13,Jer.40.15,Jer.40.16,Jer.41.11,Jer.41.13,Jer.41.14,Jer.41.16,Jer.42.1,Jer.42.8,Jer.43.2,Jer.43.4,Jer.43.5",,,,"johanan_1666,jonathan_1702",,,,,K,kareah_919,2019-07-27 11:49
kedar_1769,wip,1769,Kedar,Kedar,,,checked,,,Male,,,-1821,,-583,,,,Kedar,"Dark-skinned, the second son of Ishmael ([Gen. 25:13](/gen#Gen.25.13)).

 It is the name for the nomadic tribes of Arabs, the Bedouins generally ([Isa. 21:16](/isa#Isa.21.16); [42:11](/isa#Isa.42.11); [60:7](/isa#Isa.60.7); [Jer. 2:10](/jer#Jer.2.10); [Ezek. 27:21](/ezek#Ezek.27.21)), who dwelt in the north-west of Arabia. They lived in black hair-tents ([Cant. 1:5](/song#Song.1.5)). To “dwell in the tents of Kedar” was to be cut off from the worship of the true God ([Ps. 120:5](/ps#Ps.120.5)). The Kedarites suffered at the hands of Nebuchadnezzar ([Jer. 49:28](/jer#Jer.49.28), [29](/jer#Jer.49.29)).",,,10,"Gen.25.13,1Chr.1.29,Song.1.5,Isa.21.16,Isa.21.17,Isa.42.11,Isa.60.7,Jer.2.10,Jer.49.28,Ezek.27.21",,ishmael_630,,,"adbeel_79,jetur_911,dumah_1025,hadar_1341,kedemah_1770,bashemath_1887,massa_1945,mibsam_2046,mishma_2094,naphish_2148,nebajoth_2164,tema_2837",,,,K,kedar_1769,2020-07-10 14:38
kedemah_1770,wip,1770,Kedemah,Kedemah,,,checked,,,Male,,,-1821,,-1821,,,,Kedemah,"Eastward, the last-named of the sons of Ishmael ([Gen. 25:15](/gen#Gen.25.15)).",,,2,"Gen.25.15,1Chr.1.31",,ishmael_630,,,"adbeel_79,jetur_911,dumah_1025,hadar_1341,kedar_1769,bashemath_1887,massa_1945,mibsam_2046,mishma_2094,naphish_2148,nebajoth_2164,tema_2837",,,,K,kedemah_1770,2019-07-27 11:49
kelaiah_1771,wip,1771,Kelaiah,Kelaiah,,Kelita,checked,,,Male,,,-456,,-456,,,,,,,,1,Ezra.10.23,,,,,,,,,K,kelaiah_1771,2019-07-27 11:49
kelita_1772,wip,1772,Kelita,Kelita,,,checked,,,Male,,,-445,,-445,,,,Kelita,"Dwarf, a Levite who assisted Ezra in expounding the law to the people ([Neh. 8:7](/neh#Neh.8.7); [10:10](/neh#Neh.10.10)).",,,2,"Neh.8.7,Neh.10.10",,,,,,,,,K,kelita_1772,2019-07-27 11:49
kemuel_1773,wip,1773,Kemuel,Kemuel,,,checked,checked,"Kemuel ""the father of Aram""",Male,,,-1862,,-1862,,,,Kemuel 1,The third son of Nahor ([Gen. 22:21](/gen#Gen.22.21)).,,,1,Gen.22.21,milcah_2082,nahor_2143,,aram_286,"bethuel_487,buz_529,chesed_938,hazo_1468,huz_1582,jidlaph_1615,pildash_2357",,"gaham_1267,maachah_1840,tebah_2832,thahash_2845",,K,kemuel_1773,2019-07-27 11:49
kemuel_1774,wip,1774,Kemuel,Kemuel,,,checked,checked,Shiphtan( father of Kemuel),Male,,,-1452,,-1452,,,,Kemuel 2,"Son of Shiphtan, appointed on behalf of the tribe of Ephraim to partition the land of Canaan ([Num. 34:24](/num#Num.34.24)).",,,1,Num.34.24,,shiphtan_2711,,,,,,,K,kemuel_1774,2019-07-27 11:49
kemuel_1775,wip,1775,Kemuel,Kemuel,,,checked,checked,Kemuel (father of Hashabiah),Male,,,-1015,,-1015,,,,Kemuel 3,A Levite ([1 Chr. 27:17](/1chr#1Chr.27.17)).,,,1,1Chr.27.17,,,,hashabiah_1432,,,,,K,kemuel_1775,2019-07-27 11:49
kenaz_1776,wip,1776,Kenaz,Kenaz,,,checked,checked,Kenaz(The sons of Eliphaz),Male,,,-1853,,-1712,,,,,,,,3,"Gen.36.11,Gen.36.15,1Chr.1.36",,eliphaz_1144,,,"amalek_197,gatam_1281,korah_1794,omar_2242,teman_2838,zepho_3042",,,,K,kenaz_1776,2019-07-27 11:49
kenaz_1777,wip,1777,Kenaz,Kenaz,,,checked,checked,Kenaz (Teman),Male,,,-1853,,-1617,,,,,,,,2,"Gen.36.42,1Chr.1.53",,,,,,,,,K,kenaz_1777,2019-07-27 11:49
kenaz_1778,wip,1778,Kenaz,Kenaz,,,checked,checked,"Kenaz (Father of Othniel and Seraiah, son of Jephunneh, younger brother of Caleb, uncle of Aksah)",Male,,,-1721,,-1405,,,,Kenaz 2,"Caleb’s younger brother, and father of Othniel ([Josh. 15:17](/josh#Josh.15.17)), whose family was of importance in Israel down to the time of David ([1 Chr. 27:15](/1chr#1Chr.27.15)). Some think that Othniel ([Judg. 1:13](/judg#Judg.1.13)), and not Kenaz, was Caleb’s brother.",,,5,"Josh.15.17,Judg.1.13,Judg.3.9,Judg.3.11,1Chr.4.13",,jephunneh_840,,"othniel_2259,seraiah_2496",caleb_537,,,,K,kenaz_1778,2019-07-27 11:49
kenaz_1779,wip,1779,Kenaz,Kenaz,,,checked,checked,Kenaz (descendant of Judah),Male,,,-1721,,-1721,,,,Kenaz 3,Caleb’s grandson ([1 Chr. 4:15](/1chr#1Chr.4.15)).,,,1,1Chr.4.15,,elah_1047,,,,,,,K,kenaz_1779,2019-07-27 11:49
keren-happuch_1780,wip,1780,Keren-happuch,Keren-happuch,,,checked,,,Female,,,-1520,,-1520,,,,Keren-happuch,"Horn of the face-paint = cosmetic-box, the name of Job’s third daughter ([Job. 42:14](/job#Job.42.14)), born after prosperity had returned to him.",,,1,Job.42.14,,job_1639,,,"jemima_837,kezia_1783",,,,K,keren-happuch_1780,2019-07-27 11:49
keros_1781,wip,1781,Keros,Keros,,,checked,,,Male,,,-445,,-445,,,,,,,,2,"Ezra.2.44,Neh.7.47",,,,,,,,,K,keros_1781,2019-07-27 11:49
keturah_1782,wip,1782,Keturah,Keturah,,,checked,,,Female,,,-1853,,-1804,,,,Keturah,"Incense, the wife of Abraham, whom he married probably after Sarah’s death ([Gen. 25:1-6](/gen#Gen.25.1)), by whom he had six sons, whom he sent away into the east country. Her nationality is unknown. She is styled “Abraham’s concubine” ([1 Chr. 1:32](/1chr#1Chr.1.32)). Through the offshoots of the Keturah line Abraham became the “father of many nations.”",,,4,"Gen.25.1,Gen.25.4,1Chr.1.32,1Chr.1.33",,,abraham_58,"midian_2075,ishbak_620,jokshan_1685,medan_1978,zimran_3086,shuah_2727",,,,,K,keturah_1782,2019-07-27 11:49
kezia_1783,wip,1783,Kezia,Kezia,,,checked,,,Male,,,-1520,,-1520,,,,,,,,1,Job.42.14,,job_1639,,,"jemima_837,keren-happuch_1780",,,,K,kezia_1783,2019-07-27 11:49
kish_1784,publish,1784,Kish,Kish,,Cis,checked,checked,"Kish ((qish; Kis, Keis, ""bow,"" ""power""): The name of five persons mentioned in the Bible: (1) The son of Abiel and the father of Saul, the first king of Israel. He was of the tribe of Benjamin, of the family of the Matrites (1 Samuel 9:1; 14:51; compare Acts 13:21; 1 Samuel 10:21). According to 1 Chronicles 8:33 and 9:39, ""Ner begat Kish"" By reading ""Ner begat Abner"" (compare 1 Samuel 14:51; 1 Chronicles 6:28), the difficulty is at least partly overcome. In 1 Chronicles 12:1, Kish is also mentioned as the father of Saul, and again in 2 Samuel 21:14, we are told that the sepulcher of Kish was located in the country of Benjamin, in Zela. His place of residence seems to have been at Gibeah. (2) Another Kish is mentioned (1 Chronicles 8:29; 9:35) as the son of Jeiel and his wife Maacah. He is usually supposed to be the uncle of Saul's father. (3) A Levite, the son of Mahli the Merarite (1 Chronicles 23:21; compare 24:29). (4) Another Merarite Levite in the time of Hezekiah (2 Chronicles 29:12). (5) The great-grandfather of Mordecai, of the tribe of Benjamin (Esther 2:5).)",Male,,,-1200,,45,,,,Kish 5,"A Benjamite, the son of Abiel, and father of king Saul ([1 Sam. 9:1](/1sam#1Sam.9.1), [3](/1sam#1Sam.9.3); [10:11](/1sam#1Sam.10.11), [21](/1sam#1Sam.10.21); [14:51](/1sam#1Sam.14.51); [2 Sam. 21:14](/2sam#2Sam.21.14)). All that is recorded of him is that he sent his son Saul in search of his asses that had strayed, and that he was buried in Zelah. Called Cis, [Acts 13:21](/acts#Acts.13.21) (R.V., Kish).",,,13,"1Sam.9.1,1Sam.9.3,1Sam.10.11,1Sam.10.21,1Sam.14.51,2Sam.21.14,1Chr.8.30,1Chr.8.33,1Chr.9.36,1Chr.9.39,1Chr.12.1,1Chr.26.28,Acts.13.21",maachah_1844,abiel_23,,saul_2478,"abdon_12,ahio_156,baal_575,gedor_1292,mikloth_2078,nadab_2131,ner_2181,zacher_2972,zur_3111",,,,K,kish_1784,2019-07-19 17:11
kish_1785,wip,1785,Kish,Kish,,,checked,checked,Kish (son of Mahli),Male,,,-1015,,-1015,,,Tribe of Levi,Kish 1,A Levite of the family of Merari ([1 Chr. 23:21](/1chr#1Chr.23.21); [24:29](/1chr#1Chr.24.29)).,,,3,"1Chr.23.21,1Chr.23.22,1Chr.24.29",,mahli_1889,,jerahmeel_844,"eleazar_1065,libni_1824",,,,K,kish_1785,2019-07-27 11:49
kish_1786,wip,1786,Kish,Kish,,,checked,checked,Kish (son of Abdi),Male,,,-726,,-726,,,,Kish 3,A Levite in the time of Hezekiah ([2 Chr. 29:12](/2chr#2Chr.29.12)).,,,1,2Chr.29.12,,abdi_7,,,,,,,K,kish_1786,2019-07-27 11:49
kish_1787,wip,1787,Kish,Kish,,,checked,checked,Kish (the Benjaminite),Male,,,-461,,-461,,,,Kish 4,The great-grandfather of Mordecai ([Esther 2:5](/esth#Esth.2.5)).,,,1,Esth.2.5,,,,shimei_2696,,,,,K,kish_1787,2019-07-27 11:49
kishi_1788,wip,1788,Kishi,Kishi,,Kushaiah,checked,,,Male,,,-1042,,-1042,,,Tribe of Levi,,,,,2,"1Chr.6.44,1Chr.15.17",,abdi_6,,jeduthun_1224,,,,,K,kishi_1788,2019-07-27 11:49
kittim_1789,publish,1789,Kittim,Kittim,,,checked,,,Male,,,-2338,,-2338,,,,Kittim,([Gen. 10:4](/gen#Gen.10.4)).,,,2,"Gen.10.4,1Chr.1.7",,javan_744,,,"dodanim_1018,elishah_1154,tarshish_2828",,,,K,kittim_1789,2020-05-17 01:54
kohath_1790,wip,1790,Kohath,Kohath,,,checked,,,Male,,,-1706,,-1015,,,Tribe of Levi,Kohath,"Assembly, the second son of Levi, and father of Amram ([Gen. 46:11](/gen#Gen.46.11)). He came down to Egypt with Jacob, and lived to the age of one hundred and thirty-three years ([Ex. 6:18](/exod#Exod.6.18)).",,,29,"Gen.46.11,Exod.6.16,Exod.6.18,Num.3.17,Num.3.19,Num.3.27,Num.3.29,Num.4.2,Num.4.4,Num.4.15,Num.7.9,Num.16.1,Num.26.57,Num.26.58,Josh.21.5,Josh.21.20,Josh.21.26,1Chr.6.1,1Chr.6.2,1Chr.6.16,1Chr.6.18,1Chr.6.22,1Chr.6.38,1Chr.6.61,1Chr.6.66,1Chr.6.70,1Chr.15.5,1Chr.23.6,1Chr.23.12",,levi_1820,,"izhar_658,amram_242,hebron_1475,uzziel_2929","gershon_1305,jochebed_1645,merari_2004",,,,K,kohath_1790,2019-07-27 11:49
kolaiah_1791,wip,1791,Kolaiah,Kolaiah,,,checked,checked,Kolaiah (the son of Maaseiah),Male,,,-445,,-445,,,,,,,,1,Neh.11.7,,maaseiah_1863,,pedaiah_2297,,,,,K,kolaiah_1791,2019-07-27 11:49
kolaiah_1792,wip,1792,Kolaiah,Kolaiah,,,checked,checked,Kolaiah (Voice of Jehovah),Male,,,-599,,-599,,,,,,,,1,Jer.29.21,,,,ahab_114,,,,,K,kolaiah_1792,2019-07-27 11:49
korah_1793,wip,1793,Korah,Korah,,,checked,checked,"Korah (or Kórach (Hebrew: קֹרַח, Standard Qóraḥ Tiberian Qōraḥ; ""Baldness; ice; hail; frost"", Arabic: قارون Qārūn) is a name which is associated with at least two men in the Hebrew Bible. Some older English translations, as well as the Douay–Rheims Bible, spell the name Core,[1] and many Eastern European translations have Korak. According to the Book of Genesis 36:5, Korah was the son of Esau and Aholibamah, and had two brothers, Jeush and Jaalam. Genesis 36:14 has Korah's mother, Aholibamah, being daughter of Anah, and granddaughter of Zibeon, making Zibeon Korah's maternal great grandfather. The same verse repeats Genesis 36:5 and names his two brothers again. Anah in Genesis 36:2,14,18,25 mentioned above is the same as the Anah, the son of Zibeon in verse 24. In verse 2 and 14 it says, ""Aholibamah the daughter of Anah, the daughter of Zibeon the Hivite."" Some are confused with this wording and believe that it is saying that Anah is a daughter of Zibeon. In verse 24 it clearly says that Zibeon's two sons were Ajah and Anah. Since the original text does not have a literal word for ""granddaughter"", the word bat (""daughter"") was used in both cases. But this sentence is stating that Aholibamah is the daughter of Anah and the ""granddaughter"" of Zibeon, not that Anah is the daughter of Zibeon.)",Male,,,-1853,,-1712,,,,Korah 1,"The third son of Esau, by Aholibamah ([Gen. 36:14](/gen#Gen.36.14); [1 Chr. 1:35](/1chr#1Chr.1.35)).",,,4,"Gen.36.5,Gen.36.14,Gen.36.18,1Chr.1.35",aholibamah_1761,esau_1216,,,"jaalam_662,jeush_913",,"eliphaz_1144,reuel_2430",,K,korah_1793,2019-07-27 11:49
korah_1794,wip,1794,Korah,Korah,,,checked,checked,Korah (son of Eliphaz),Male,,,-1712,,-1712,,,,,,,,1,Gen.36.16,,eliphaz_1144,,,"amalek_197,gatam_1281,kenaz_1776,omar_2242,teman_2838,zepho_3042",,,,K,korah_1794,2019-07-27 11:49
