"TopicID","Topic","Subtopic"
"15370","Kings","Pekah against Menahem"
"15371","Kings","Pekahiah"
"15372","Kings","Prayed for"
"15373","Kings","Presented with gifts by strangers"
"15374","Kings","Prime minister"
"15375","Kings","Proclaiming with trumpets"
"15376","Kings","Produce of their own lands"
"15377","Kings","Prolong their reign by hating covetousness"
"15378","Kings","Promote the interests of the Church"
"15379","Kings","Providers for the king's table"
"15380","Kings","Punish the wicked"
"15381","Kings","Punished for transgressing the divine law"
"15382","Kings","Punishment for resisting the lawful authority of"
"15383","Kings","Putting into their hands the books of the law"
"15384","Kings","Receiving homage"
"15385","Kings","Recorder"
"15386","Kings","Regard God as their strength"
"15387","Kings","Rehoboam (first part of his reign)"
"15388","Kings","Rehoboam (latter part of his reign)"
"15389","Kings","Reign by direction of Christ"
"15390","Kings","Removed by God"
"15391","Kings","Rendered hereditary in the family of David"
"15392","Kings","Required to write and keep by them, a copy of the divine law"
"15393","Kings","Resistance to, is resistance to the ordinance of God"
"15394","Kings","Reverenced"
"15395","Kings","Right hand of, the place of honour"
"15396","Kings","Rule in the fear of God"
"15397","Kings","Saul"
"15398","Kings","Scribe or secretary"
"15399","Kings","Serve Christ"
"15400","Kings","Set up by God"
"15401","Kings","Shallum"
"15402","Kings","Shallum against Zachariah"
"15403","Kings","Shouting Ãƒâ€šÃ‚Â»God save the kingÃƒâ€šÃ‚Â«"
"15404","Kings","Sin of Israel in seeking"
"15405","Kings","Solomon"
"15406","Kings","Sometimes nominated their successors"
"15407","Kings","Speak no evil of"
"15408","Kings","Speak righteously"
"15409","Kings","Storekeeper"
"15410","Kings","Study the Scriptures"
"15411","Kings","Supreme judges of nations"
"15412","Kings","Tax on foreign merchandise"
"15413","Kings","Tax on produce of the land"
"15414","Kings","The gospel to be preached to"
"15415","Kings","Their own flocks and herds"
"15416","Kings","They that walk after the flesh despise"
"15417","Kings","Throne of, established by righteousness and justice"
"15418","Kings","Treasure"
"15419","Kings","Treasurer"
"15420","Kings","Tribute from foreign nations"
"15421","Kings","Uzziah"
"15422","Kings","Voluntary contributions"
"15423","Kings","When first established in Israel, not hereditary"
"15424","Kings","Without understanding, are oppressors"
"15425","Kings","Wives"
"15426","Kings","Zachariah"
"15427","Kings","Zedekiah"
"15428","Kings","Zimri"
"15429","Kings","Zimri against Elah"
"15430","King's Dale",""
"15431","Kir","Prophecies concerning"
"15432","Kir","The inhabitants of Damascus carried into captivity to, by the king of Assyria"
"15433","Kir-Haraseth","A city of Moab"
"15434","Kir-Haraseth","Called Kir of Moab"
"15435","Kirjathaim","2. A Levitical city in Naphtali"
"15436","Kirjath-Arba","An early name of Hebron."
"15437","Kirjath-Huzoth","A residence of Balak."
"15438","Kirjath-Jearim","Ark remains twenty years at"
"15439","Kirjath-Jearim","David brings the ark from"
"15440","Kirjath-Jearim","In the territory allotted to Judah"
"15441","Kirjath-Jearim","Inhabitants of, not smitten, on account of the covenant made by the Israelites with the Gibeonites, but put under servitude"
"15442","Kirjath-Jearim","Inhabitants of, who were taken into captivity to Babylon, returned"
"15443","Kirjath-Jearim","The Philistines bring the ark to"
"15444","Kirjath-Jearim","Urijah, the prophet, an inhabitant of"
"15445","Kirjath-Sannah","General references"
"15446","Kirjath-Sepher","General references"
"15447","Kish","2. A Benjamite"
"15448","Kish","3. A Levite, son of Mahli"
"15449","Kish","4. A Levite, son of Abdi"
"15450","Kish","5. Great-grandfather of Mordecai"
"15451","Kishi","Called also Kushaiah, father of Ethan, a chief assistant in the temple music."
"15452","Kishon","Prophets of Baal destroyed by Elijah at"
"15453","Kishon","Sisera defeated at, and his army destroyed in"
"15454","Kiss","Holy"
"15455","Kiss","Of affection"
"15456","Kiss","The feet of Jesus kissed by the penitent woman"
"15457","Kite","A bird forbidden as food."
"15458","Kithlish","A city of Judah."
"15459","Kitron","A city of Zebulun."
"15460","Kneading-Trough",""
"15461","Knife","An edged tool used by Abraham in offering Isaac"
"15462","Knife","Of the temple, returned from Babylon"
"15463","Knife","Self-flagellation with, in idolatrous worship"
"15464","Knife","Used for sharpening pens"
"15465","Knowledge","A divine gift"
"15466","Knowledge","Desire for"
"15467","Knowledge","Fear of the Lord is the beginning of"
"15468","Knowledge","Fools hate"
"15469","Knowledge","Is pleasant"
"15470","Knowledge","Is power"
"15471","Knowledge","Key of knowledge"
"15472","Knowledge","Now we know in part"
"15473","Knowledge","Of Christ"
"15474","Knowledge","Of God more than burnt offering"
"15475","Knowledge","Of good and evil"
"15476","Knowledge","Of more value than gold"
"15477","Knowledge","Of salvation"
"15478","Knowledge","Rejected"
"15479","Knowledge","Shall be increased"
"15480","Knowledge","The earth shall be full of"
"15481","Knowledge","The priest's lips should keep"
"15482","Knowledge","Those who reject are destroyed"
"15483","Koa","A symbolical term."
"15484","Kohath","Father of the Kohathites, one of the divisions of the Levites"
"15485","Kohath","Grandfather of Moses, Aaron, and Miriam"
"15486","Kohath","Son of Levi"
"15487","Kolaiah","1. A Benjamite and ancestor of Sallu"
"15488","Kolaiah","2. Father of the false prophet Ahab"
"15489","Korah","1. A son of Esau"
"15490","Korah","3. Son of Hebron"
"15491","Korah","4. Son of Kohath:"
"15492","Korah","Reference titles to selected Psalms"
"15493","Kore","1. A Korahite"
"15494","Kore","2. A Levite, keeper of the East Gate"
"15495","Koz","Descendants of, excluded from priesthood because of defective genealogies"
"15496","Koz","Head of the seventh division priests"
"15497","Koz","Repair walls of Jerusalem"
"15498","Laadah","Son of Shelah."
"15499","Laadan","1. A descendant of Ephraim"
"15500","Laadan","2. A Levite, called Libni"
"15501","Laban","Brother of Rebekah"
"15502","Laban","Jacob becomes his servant"
"15503","Laban","Outwitted by Jacob"
"15504","Laban","Pursues Jacob, overtakes him at Mount Gilead, and covenants with him"
"15505","Laban","Receives Jacob, and gives him his daughters in marriage"
"15506","Laban","Receives the servant of Abraham"
"15507","Laban","Son of Bethuel"
"15508","Labor","General references"
"15509","Lace",""
"15510","Lachish","Allotted to Judah"
"15511","Lachish","Assassination of Amaziah at"
"15512","Lachish","Besieged by Nebuchadnezzar"
"15513","Lachish","Besieged by Sennacherib"
"15514","Lachish","Captured by Joshua"
"15515","Lachish","Fortified by Rehoboam"
"15516","Lachish","King of, besieges Gibeon"
"15517","Lachish","Prophecy concerning"
"15518","Lachrymatory",""
"15519","Ladder","In Jacob's vision."
"15520","Lahad","A descendant of Judah."
"15521","Lahai-Roi","Hagar fled to"
"15522","Lahai-Roi","Isaac dwells at"
"15523","Lahmam","A city of Judah."
"15524","Lahmi","Brother of Goliath, slain by Elhanan."
"15525","Laish","2. A native of Gallim"
"15526","Laish","3. A town near Jerusalem"
"15527","Lake of Fire",""
"15528","Lakum","A city in Naphtali."
"15529","Lama Sabachthani","The dying wail of Jesus."
"15530","Lamb","Not to be seethed in its mother's milk"
"15531","Lamb","Offering of"
"15532","Lamb of God","An appellation of Jesus."
"15533","Lamb, the","(Among wolves,) of ministers among the ungodly"
"15534","Lamb, the","(Brought to slaughter,) of the wicked under judgments"
"15535","Lamb, the","(Consumed in sacrifice,) of complete destruction of the wicked"
"15536","Lamb, the","(Deserted and exposed,) of Israel deprived of God's protection"
"15537","Lamb, the","(Patience of,) of the patience of Christ"
"15538","Lamb, the","An extensive commerce in"
"15539","Lamb, the","At a year old"
"15540","Lamb, the","At the passover"
"15541","Lamb, the","By the wicked not accepted"
"15542","Lamb, the","Clothing"
"15543","Lamb, the","Considered a great delicacy"
"15544","Lamb, the","Covenants confirmed by gift of"
"15545","Lamb, the","Every morning and evening"
"15546","Lamb, the","Exposed to danger from wild beasts"
"15547","Lamb, the","Females"
"15548","Lamb, the","Food"
"15549","Lamb, the","From the earliest times"
"15550","Lamb, the","Males"
"15551","Lamb, the","Numbers of, given by Josiah to the people for sacrifice"
"15552","Lamb, the","Of any thing dear or cherished"
"15553","Lamb, the","Of Christ as a sacrifice"
"15554","Lamb, the","Of purity of Christ"
"15555","Lamb, the","Of the Lord's people"
"15556","Lamb, the","Of weak believers"
"15557","Lamb, the","Patient"
"15558","Lamb, the","Playful"
"15559","Lamb, the","Sacrifice"
"15560","Lamb, the","The first born of an ass to be redeemed with"
"15561","Lamb, the","The image of, was the first impression of on money"
"15562","Lamb, the","The shepherd's care for"
"15563","Lamb, the","The young of the flock"
"15564","Lamb, the","Tribute often paid in"
"15565","Lamb, the","While sucking"
"15566","Lamech","1. Father of Jabal, Jubal, and Tubal-Cain"
"15567","Lameness","Disqualified animals for sacrificial uses"
"15568","Lameness","Disqualified priests from exercising the priestly office"
"15569","Lameness","Figurative"
"15570","Lameness","Hated by David"
"15571","Lameness","Healed by Jesus"
"15572","Lameness","Healed by Peter"
"15573","Lamentations","Of David"
"15574","Lamentations","Of Ezekiel"
"15575","Lamp","Figurative"
"15576","Lamp","For the tabernacle"
"15577","Lamp","Kept burning at night in the tabernacle and cared for by priests"
"15578","Lamp","Miraculously appeared at Abraham's sacrifice"
"15579","Lamp","Symbolic"
"15580","Lamps","(Put out,) of destruction of the wicked"
"15581","Lamps","(Totally quenched,) of complete destruction of those who curse parents"
"15582","Lamps","Burning"
"15583","Lamps","Chariots of war by night"
"15584","Lamps","Design of"
"15585","Lamps","Illumination of the tents of Arab chiefs by, alluded to"
"15586","Lamps","Lighted with oil"
"15587","Lamps","Marriage processions"
"15588","Lamps","Of a succession of heirs"
"15589","Lamps","Of glory of the cherubim"
"15590","Lamps","Of God's guidance"
"15591","Lamps","Of graces of the Holy Spirit"
"15592","Lamps","Of ministers"
"15593","Lamps","Of omniscience of Christ"
"15594","Lamps","Of salvation of God"
"15595","Lamps","Of severe judgments"
"15596","Lamps","Of spirit of man"
"15597","Lamps","Of the word of God"
"15598","Lamps","Of wise rulers"
"15599","Lamps","Often kept lighting all night"
"15600","Lamps","Oil for, carried in vessels"
"15601","Lamps","Persons going out at night"
"15602","Lamps","Placed on a stand to give light to all in the house"
"15603","Lamps","Private apartments"
"15604","Lamps","Probable origin of dark lantern"
"15605","Lamps","Required to be constantly trimmed"
"15606","Lamps","Shining"
"15607","Lamps","Sometimes supplied with oil form a bowl through pipes"
"15608","Lamps","The tabernacle"
"15609","Land","Appeared on third creative day"
"15610","Land","Bought and sold"
"15611","Land","King's part in"
"15612","Land","Leased"
"15613","Land","Monopoly of"
"15614","Land","Original title to, from God"
"15615","Land","Priests' part in"
"15616","Land","Products of, for all"
"15617","Land","Rights in, alienated"
"15618","Land","Sale and redemption of, laws concerning"
"15619","Land","Sold for debt"
"15620","Land","To rest every seventh year for the benefit of the poor"
"15621","Land","Unmarried woman's rights in"
"15622","Land","Widow's dower in"
"15623","Landmarks","Protected from fraudulent removal"
"15624","Language","A gift of the Holy Spirit"
"15625","Language","A punishment for presumption, &c"
"15626","Language","A sign to unbelievers"
"15627","Language","Ancient kingdoms often comprehended nations of different"
"15628","Language","Antiquity of engaging persons for"
"15629","Language","Arabic, &c"
"15630","Language","Ceased when the written Bible completed"
"15631","Language","Chaldea"
"15632","Language","Conferred by laying on of the apostles' hands"
"15633","Language","Confusion of"
"15634","Language","Dialects of the Jews"
"15635","Language","Divided men into separated nations"
"15636","Language","Egyptian"
"15637","Language","Followed receiving the gospel"
"15638","Language","Gift of"
"15639","Language","Given on the day of Pentecost"
"15640","Language","Great variety of, spoken by men"
"15641","Language","Greek"
"15642","Language","Hebrew"
"15643","Language","Latin"
"15644","Language","Lycaonian"
"15645","Language","Many spoken at Jerusalem"
"15646","Language","Most important in the early church"
"15647","Language","Necessary to spread of the gospel"
"15648","Language","Of all mankind one at first"
"15649","Language","Of some nations difficult"
"15650","Language","Originated the varieties in"
"15651","Language","Promised"
"15652","Language","Scattered men over the earth"
"15653","Language","Sometimes abused"
"15654","Language","Speaking in an unknown language in religious assemblies, forbidden"
