"StrongsID","lemma","xlit","pronounce","description","PartOfSpeech","Language"
"H2448","חַכְלִלוּת","chaklilûwth","khak-lee-looth'","from חַכְלִיל; flash (of the eyes); in a bad sense, blearedness; redness.","Adjective","heb"
"H2449","חָכַם","châkam","khaw-kam'","a primitive root,; to be wise (in mind, word or act); [idiom] exceeding, teach wisdom, be (make self, shew self) wise, deal (never so) wisely, make wiser.","Verb","heb"
"H245","אֲזַנְיָה","ʼĂzanyâh","az-an-yaw'","from אָזַן and יָהּ; heard by Jah; Azanjah, an Israelite; Azaniah.","Proper Name Masculine","x-pn"
"H2450","חָכָם","châkâm","khaw-kawm'","from חָכַם; wise, (i.e. intelligent, skilful or artful); cunning (man), subtil, (un-), wise((hearted), man).","Adjective","heb"
"H2451","חׇכְמָה","chokmâh","khok-maw'","from חָכַם; wisdom (in a good sense); skilful, wisdom, wisely, wit.","Noun Feminine","heb"
"H2452","חׇכְמָה","chokmâh","khok-maw'","(Aramaic) corresponding to חׇכְמָה; wisdom; wisdom.","Noun Feminine","arc"
"H2453","חַכְמוֹנִי","Chakmôwnîy","khak-mo-nee'","from חָכַם; skilful; Chakmoni, an Israelite; Hachmoni, Hachmonite.","","x-pn"
"H2454","חׇכְמוֹת","chokmôwth","khok-moth'","or חַכְמוֹת; collateral forms of חׇכְמָה; wisdom; wisdom, every wise (woman).","Noun Feminine","heb"
"H2455","חֹל","chôl","khole","from חָלַל; properly, exposed; hence, profane; common, profane (place), unholy.","Noun Masculine","heb"
"H2456","חָלָא","châlâʼ","khaw-law'","a primitive root (compare חָלָה); to be sick; be diseased.","Verb","heb"
"H2457","חֶלְאָה","chelʼâh","khel-aw'","from חָלָא; properly, disease; hence, rust; scum.","Noun Feminine","heb"
"H2458","חֶלְאָה","Chelʼâh","khel-aw'","the same as חֶלְאָה; Chelah, an Israelitess; Helah.","Proper Name Feminine","x-pn"
"H2459","חֶלֶב","cheleb","kheh'-leb","or חֵלֶב; from an unused root meaning to be fat; fat, whether literally or figuratively; hence, the richest or choice part; [idiom] best, fat(-ness), [idiom] finest, grease, marrow.","Noun Masculine","heb"
"H246","אֲזִקִּים","ʼăziqqîym","az-ik-keem'","a variation for זִיקָה; manacles; chains.","Noun Masculine","heb"
"H2460","חֵלֶב","Chêleb","khay'-leb","the same as חֶלֶב; fatness; Cheleb, an Israelite; Heleb.","Proper Name Masculine","x-pn"
"H2461","חָלָב","châlâb","khaw-lawb'","from the same as חֶלֶב; milk (as the richness of kine); [phrase] cheese, milk, sucking.","Noun Masculine","heb"
"H2462","חֶלְבָּה","Chelbâh","khel-baw'","feminine of חֶלֶב; fertility; Chelbah, a place in Palestine; Helbah.","Proper Name Location","x-pn"
"H2463","חֶלְבּוֹן","Chelbôwn","khel-bone'","from חֶלֶב; fruitful; Chelbon, a place in Syria; Helbah.","Proper Name Location","x-pn"
"H2464","חֶלְבְּנָה","chelbᵉnâh","khel-ben-aw'","from חֶלֶב; galbanam, an odorous gum (as if fatty); galbanum.","Noun Feminine","heb"
"H2465","חֶלֶד","cheled","kheh'-led","from an unused root apparently meaning to glide swiftly; life (as a fleeting portion of time); hence, the world (as transient); age, short time, world.","Noun Masculine","heb"
"H2466","חֵלֶד","chêled","khay'-led","the same as חֶלֶד; Cheled, an Israelite; Heled.","Proper Name Masculine","x-pn"
"H2467","חֹלֶד","chôled","kho'-led","from the same as חֶלֶד; a weasel (from its gliding motion); weasel.","Noun Masculine","heb"
"H2468","חֻלְדָּה","Chuldâh","khool-daw'","feminine of חֹלֶד; Chuldah, an Israelitess; Huldah.","Proper Name Feminine","x-pn"
"H2469","חֶלְדַּי","Chelday","khel-dah'-ee","from חֵלֶד; worldliness; Cheldai, the name of two Israelites; Heldai.","Proper Name Masculine","x-pn"
"H247","אָזַר","ʼâzar","aw-zar'","a primitive root; to belt; bind (compass) about, gird (up, with).","Verb","heb"
"H2470","חָלָה","châlâh","khaw-law'","a primitive root (compare חוּל, חָלָה, חָלַל); properly, to be rubbed or worn; hence (figuratively) to be weak, sick, afflicted; or (causatively) to grieve, make sick; also to stroke (in flattering), entreat; beseech, (be) diseased, (put to) grief, be grieved, (be) grievous, infirmity, intreat, lay to, put to pain, [idiom] pray, make prayer, be (fall, make) sick, sore, be sorry, make suit ([idiom] supplication), woman in travail, be (become) weak, be wounded.","Verb","heb"
"H2471","חַלָּה","challâh","khal-law'","from חָלַל; a cake (as usually punctured); cake.","Noun Feminine","heb"
"H2472","חֲלוֹם","chălôwm","khal-ome'","or (shortened) חֲלֹם; from חָלַם; a dream; dream(-er).","Noun Masculine","heb"
"H2473","חֹלוֹן","Chôlôwn","kho-lone'","or (shortened) חֹלֹן; probably from חוֹל; sandy; Cholon, the name of two places in Palestine; Holon.","Proper Name Location","x-pn"
"H2474","חַלּוֹן","challôwn","khal-lone'","a window (as perforated); window.","Noun","heb"
"H2475","חֲלוֹף","chălôwph","khal-ofe'","from חָלַף; properly, surviving; by implication (collectively) orphans; [idiom] destruction.","Noun Masculine","heb"
"H2476","חֲלוּשָׁה","chălûwshâh","khal-oo-shaw'","feminine passive participle of חָלַשׁ; defeat; being overcome.","Noun Feminine","heb"
"H2477","חֲלַח","Chălach","khal-akh'","probably of foreign origin; Chalach, a region of Assyria; Halah.","Proper Name Location","x-pn"
"H2478","חַלְחוּל","Chalchûwl","khal-khool'","by reduplication from חוּל; contorted; Chalchul, a place in Palestine; Halhul.","Proper Name Location","x-pn"
"H2479","חַלְחָלָה","chalchâlâh","khal-khaw-law'","feminine from the same as חַלְחוּל; writhing (in childbirth); by implication, terror; (great, much) pain.","Noun Feminine","heb"
"H248","אֶזְרוֹעַ","ʼezrôwaʻ","ez-ro'-a","a variation for זְרוֹעַ; the arm; arm.","Noun Feminine","heb"
"H2480","חָלַט","châlaṭ","khaw-lat'","a primitive root; to snatch at; catch.","Verb","heb"
"H2481","חֲלִי","chălîy","khal-ee'","from חָלָה; a trinket (as polished); jewel, ornament.","Noun Masculine","heb"
"H2482","חֲלִי","Chălîy","khal-ee'","the same as חֲלִי; Chali, a place in Palestine; Hali.","Proper Name Location","x-pn"
"H2483","חֳלִי","chŏlîy","khol-ee'","from חָלָה; malady, anxiety, calamity; disease, grief, (is) sick(-ness).","Noun Masculine","heb"
"H2484","חֶלְיָה","chelyâh","khel-yaw'","feminine of חֲלִי; a trinket; jewel.","Noun Feminine","heb"
"H2485","חָלִיל","châlîyl","khaw-leel'","from חָלַל; a flute (as perforated); pipe.","Noun Masculine","heb"
"H2486","חָלִילָה","châlîylâh","khaw-lee'-law","or חָלִלָה; a directive from חָלַל; literal fora profaned thing; used (interj.) far be it!; be far, ([idiom] God) forbid.","Interjection","heb"
"H2487","חֲלִיפָה","chălîyphâh","khal-ee-faw'","lemma חלִיפָה missing vowel, corrected to חֲלִיפָה; from חָלַף; alternation; change, course.","Noun Feminine","heb"
"H2488","חֲלִיצָה","chălîytsâh","khal-ee-tsaw'","from חֶלֶץ; spoil; armour.","Noun Feminine","heb"
"H2489","חֵלְכָא","chêlᵉkâʼ","khay-lek-aw'","or חֵלְכָה; apparently from an unused root probably meaning to be dark or (figuratively) unhappy; a wretch, i.e. unfortunate; poor.","Adjective","heb"
"H249","אֶזְרָח","ʼezrâch","ez-rawkh'","from זָרַח (in the sense of springing up); a spontaneous growth, i.e. native (tree or persons); bay tree, (home-) born (in the land), of the (one's own) country (nation).","Noun Masculine","heb"
"H2490","חָלַל","châlal","khaw-lal'","a primitive root (compare חָלָה); also  denominative (from חָלִיל); properly, to bore, i.e. (by implication) to wound, to dissolve; figuratively, to profane (a person, place or thing), to break (one's word), to begin (as if by an 'opening wedge'); to play (the flute); begin ([idiom] men began), defile, [idiom] break, defile, [idiom] eat (as common things), [idiom] first, [idiom] gather the grape thereof, [idiom] take inheritance, pipe, player on instruments, pollute, (cast as) profane (self), prostitute, slay (slain), sorrow, stain, wound.","Verb","heb"
"H2491","חָלָל","châlâl","khaw-lawl'","from חָלַל; pierced (especially to death); figuratively, polluted; kill, profane, slain (man), [idiom] slew, (deadly) wounded.","","heb"
"H2492","חָלַם","châlam","khaw-lam'","a primitive root; properly, to bind firmly, i.e. (by implication) to be (causatively to make) plump; also (through the figurative sense of dumbness) to dream; (cause to) dream(-er), be in good liking, recover.","Verb","heb"
"H2493","חֵלֶם","chêlem","khay'-lem","(Aramaic) from a root corresponding to חָלַם; a dream; dream.","Noun Masculine","arc"
"H2494","חֵלֶם","Chêlem","khay'lem","from חָלַם; a dream; Chelem, an Israelite; Helem. Compare חֶלְדַּי.","Proper Name Masculine","x-pn"
"H2495","חַלָּמוּת","challâmûwth","khal-law-mooth'","from חָלַם (in the sense of insipidity); probably purslain; egg.","Noun Masculine","heb"
"H2496","חַלָּמִישׁ","challâmîysh","klal-law-meesh'","probably from חָלַם (in the sense of hardness); flint; flint(-y), rock.","Noun Masculine","heb"
"H2497","חֵלֹן","Chêlôn","khay-lone'","from חַיִל; strong; Chelon, an Israelite; Helon.","Proper Name Masculine","x-pn"
"H2498","חָלַף","châlaph","khaw-laf'","a primitive root; properly, to slide by, i.e. (by implication) to hasten away, pass on, spring up, pierce or change; abolish, alter, change, cut off, go on forward, grow up, be over, pass (away, on, through), renew, sprout, strike through.","Verb","heb"
"H2499","חֲלַף","chălaph","khal-af'","(Aramaic) corresponding to חָלַף; to pass on (of time); pass.","Verb","arc"
"H25","אֲבִי גִבְעוֹן","ʼĂbîy Gibʻôwn","ab-ee' ghib-one'","from אָב and גִּבְעוֹן; father (i.e. founder) of Gibon; Abi-Gibon, perhaps an Israelite; father of Gibeon.","Proper Name Masculine","x-pn"
"H250","אֶזְרָחִי","ʼEzrâchîy","ez-raw-khee'","patronymic from חֹבָב; an Ezrachite or descendant of Zerach; Ezrahite.","Adjective","x-pn"
"H2500","חֵלֶף","chêleph","klay'-lef","from חָלַף; properly, exchange; hence (as preposition) instead of; [idiom] for.","","heb"
"H2501","חֶלֶף","Cheleph","kheh'lef","the same as חֵלֶף; change; Cheleph, a place in Palestine; Heleph.","Proper Name Location","x-pn"
"H2502","חָלַץ","châlats","khaw-lats'","a primitive root; to pull off; hence (intensively) to strip, (reflex.) to depart; by implication, to deliver, equip (for fight); present, strengthen; arm (self), (go, ready) armed ([idiom] man, soldier), deliver, draw out, make fat, loose, (ready) prepared, put off, take away, withdraw self.","Verb","heb"
"H2503","חֶלֶץ","Chelets","kheh'-lets","or חֵלֶץ; from חָלַץ; perhaps, strength; Chelets, the name of two Israelites; Helez.","Proper Name Masculine","x-pn"
"H2504","חָלָץ","châlâts","khaw-lawts'","from חָלַץ (in the sense of strength); only in the dual; the loins (as the seat of vigor); loins, reins.","Noun Feminine","heb"
"H2505","חָלַק","châlaq","khaw-lak'","a primitive root; to be smooth (figuratively); by implication (as smooth stones were used for lots) to apportion or separate; deal, distribute, divide, flatter, give, (have, im-) part(-ner), take away a portion, receive, separate self, (be) smooth(-er).","Verb","heb"
"H2506","חֵלֶק","chêleq","khay'lek","from חָלַק; properly, smoothness (of the tongue); also an allotment; flattery, inheritance, part, [idiom] partake, portion.","Noun Masculine","heb"
"H2507","חֵלֶק","Chêleq","khay'-lek","the same as חֵלֶק; portion; Chelek, an Israelite; Helek.","Proper Name Masculine","x-pn"
"H2508","חֲלָק","chălâq","khal-awk'","(Aramaic) from a root corresponding to חָלַק; a part; portion.","Noun Masculine","arc"
"H2509","חָלָק","châlâq","khaw-lawk'","from חָלַק; smooth (especially of tongue); flattering, smooth.","Adjective","heb"
"H251","אָח","ʼâch","awkh","a primitive word; a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance (like father)); another, brother(-ly); kindred, like, other. Compare also the proper names beginning with 'Ah-' or 'Ahi-'.","Noun Masculine","heb"
"H2510","חָלָק","Châlâq","khaw-lawk'","the same as חָלָק; bare; Chalak, a mountain of Idumaea; Halak.","Proper Name Location","x-pn"
"H2511","חַלָּק","challâq","khal-lawk'","from חָלַק; smooth; smooth.","Noun Masculine","heb"
"H2512","חַלֻּק","challuq","khal-look'","from חָלַק; smooth; smooth.","Noun Masculine","heb"
"H2513","חֶלְקָה","chelqâh","khel-kaw'","feminine of חֵלֶק; properly, smoothness; figuratively, flattery; also an allotment; field, flattering(-ry), ground, parcel, part, piece of land (ground), plat, portion, slippery place, smooth (thing).","Noun Feminine","heb"
"H2514","חֲלַקָּה","chălaqqâh","khal-ak-kaw'","feminine from חָלַק; flattery; flattery.","Noun Feminine","heb"
"H2515","חֲלֻקָּה","chăluqqâh","khal-ook-kaw'","feminine of חַלֻּק; a distribution; division.","Noun Feminine","heb"
"H2516","חֶלְקִי","Chelqîy","khel-kee'","patronymically from חֵלֶק; a Chelkite or descendant of Chelek; Helkites.","Noun Masculine","x-pn"
"H2517","חֶלְקַי","Chelqay","khel-kah'ee","from חָלַק; apportioned; Chelkai, an Israelite; Helkai.","Proper Name Masculine","x-pn"
"H2518","חִלְקִיָּה","Chilqîyâh","khil-kee-yaw'","or חִלְקִיָּהוּ; from חֵלֶק and יָהּ; portion of Jah; Chilhijah, the name of eight Israelites; Hillkiah.","Proper Name Masculine","x-pn"
"H2519","חֲלַקְלַקָּה","chălaqlaqqâh","khal-ak-lak-kaw'","by reduplication from חָלַק; properly, something very smooth; i.e. a treacherous spot; figuratively, blandishment; flattery, slippery.","Noun Feminine","heb"
"H252","אַח","ʼach","akh","(Aramaic) corresponding to אָח; {a brother (used in the widest sense of literal relationship and metaphorical affinity or resemblance)}; brother.","Noun Masculine","arc"
"H2520","חֶלְקַת","Chelqath","khel-kath'","a form of חֶלְקָה; smoothness; Chelkath, a place in Palestine; Helkath.","Proper Name Location","x-pn"
"H2521","חֶלְקַת הַצֻּרִים","Chelqath hats-Tsurîym","khel-kath' hatstsoo-reem'","from חֶלְקַת and the plural of צוּר, with the article inserted; smoothness of the rocks; Chelkath Hats-tsurim, a place in Palestine; Helkath-hazzurim.","Proper Name Location","x-pn"
"H2522","חָלַשׁ","châlash","khaw-lash'","a primitive root; to prostrate; by implication, to overthrow, decay; discomfit, waste away, weaken.","Verb","heb"
"H2523","חַלָּשׁ","challâsh","khal-lawsh'","from חָלַשׁ; frail; weak.","Adjective","heb"
"H2524","חָם","châm","khawm","from the same as חוֹמָה; a father-in-law (as in affinity); father in law.","Noun Masculine","heb"
